user_id,age_group,is_senior,device_type,function_id,service_cluster,title,subtitle,session_id,timestamp,access_time_cluster,dwell_seconds,clicked,component_id,component_position,component_type
U00000,30s,False,iOS,f001,account,KB마이핏통장,429102-04-129287,U00000-20250805-00,2025-08-05 15:37:29.498898,evening,1.0,0,cmp-f001-0647,24,card
U00000,30s,False,iOS,f001,account,KB마이핏통장,429102-04-129287,U00000-20250805-00,2025-08-06 06:10:29.498898,morning,4.615755930827781,0,cmp-f001-0027,7,card
U00000,30s,False,iOS,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00000-20250805-00,2025-08-06 03:43:29.498898,dawn,65.78291086825276,0,cmp-f016-0986,35,list_item
U00000,30s,False,iOS,f019,recommendation,"7,500원에 10GB 든든하게!",가입도 간단해서 걱정 없어요,U00000-20250805-01,2025-08-05 17:09:29.498898,evening,4.8062567130105815,1,cmp-f019-0795,2,list_item
U00000,30s,False,iOS,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00000-20250805-01,2025-08-05 14:11:29.498898,evening,36.58735089528973,1,cmp-f002-0797,11,grid_item
U00000,30s,False,iOS,f012,health,식물 키우 포인트,건강한 습관 만들기,U00000-20250807-00,2025-08-07 23:36:29.498898,dawn,21.475827604742808,1,cmp-f012-0698,49,card
U00000,30s,False,iOS,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00000-20250807-00,2025-08-07 17:24:29.498898,evening,9.391851659128186,0,cmp-f016-0709,32,grid_item
U00000,30s,False,iOS,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00000-20250808-00,2025-08-08 20:02:29.498898,night,6.067274252601344,0,cmp-f016-0639,39,grid_item
U00000,30s,False,iOS,f003,account,KB스타 투자상품,리스크에 맞는 포트폴리오,U00000-20250808-00,2025-08-08 16:41:29.498898,evening,46.780891400154395,0,cmp-f003-0763,16,banner
U00000,30s,False,iOS,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00000-20250808-00,2025-08-09 11:34:29.498898,afternoon,201.86766235082325,0,cmp-f010-0008,41,grid_item
U00000,30s,False,iOS,f012,health,식물 키우 포인트,건강한 습관 만들기,U00000-20250808-00,2025-08-09 08:57:29.498898,morning,90.8137315158542,0,cmp-f012-0624,8,banner
U00000,30s,False,iOS,f012,health,식물 키우 포인트,건강한 습관 만들기,U00000-20250808-00,2025-08-08 14:06:29.498898,evening,65.34974323741446,1,cmp-f012-0877,18,grid_item
U00000,30s,False,iOS,f003,account,KB스타 투자상품,리스크에 맞는 포트폴리오,U00000-20250808-00,2025-08-08 15:53:29.498898,evening,1.094443115922601,0,cmp-f003-0915,8,grid_item
U00000,30s,False,iOS,f003,account,KB스타 투자상품,리스크에 맞는 포트폴리오,U00000-20250808-00,2025-08-08 13:54:29.498898,evening,27.5049784324212,1,cmp-f003-0669,38,list_item
U00000,30s,False,iOS,f012,health,식물 키우 포인트,건강한 습관 만들기,U00000-20250808-00,2025-08-09 02:48:29.498898,dawn,95.02951516130399,0,cmp-f012-0878,33,grid_item
U00000,30s,False,iOS,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00000-20250809-00,2025-08-09 16:14:29.498898,evening,18.75742122742873,0,cmp-f002-0792,42,list_item
U00000,30s,False,iOS,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00000-20250809-00,2025-08-09 16:40:29.498898,evening,66.72803068432046,0,cmp-f016-0154,42,banner
U00000,30s,False,iOS,f007,lifestyle,홈 화면 계좌와 알림을 바로 확인,빠른 로그인 설정하기,U00000-20250809-00,2025-08-10 04:31:29.498898,dawn,26.729540538896945,1,cmp-f007-0537,35,banner
U00000,30s,False,iOS,f004,finance,KB금융그룹 계열사 상품까지 한번에!,내게 맞는 대출 찾기,U00000-20250809-00,2025-08-09 23:56:29.498898,dawn,41.77106265307195,0,cmp-f004-0775,46,card
U00000,30s,False,iOS,f005,finance,신용카드 혜택 한눈에,포인트 적립 현황,U00000-20250809-01,2025-08-09 13:42:29.498898,evening,3.1839057546185643,0,cmp-f005-0866,40,banner
U00000,30s,False,iOS,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00000-20250809-01,2025-08-10 06:45:29.498898,morning,18.95108792616824,0,cmp-f008-0345,37,banner
U00000,30s,False,iOS,f001,account,KB마이핏통장,429102-04-129287,U00000-20250809-01,2025-08-09 15:49:29.498898,evening,10.207244494371249,1,cmp-f001-0117,48,list_item
U00000,30s,False,iOS,f005,finance,신용카드 혜택 한눈에,포인트 적립 현황,U00000-20250809-01,2025-08-10 03:26:29.498898,dawn,34.327273723002065,0,cmp-f005-0075,26,banner
U00000,30s,False,iOS,f018,travel,내비게이션 서비스,실시간 경로 안내,U00000-20250809-01,2025-08-09 12:46:29.498898,afternoon,2.4948871150375456,0,cmp-f018-0452,12,grid_item
U00000,30s,False,iOS,f018,travel,내비게이션 서비스,실시간 경로 안내,U00000-20250809-01,2025-08-09 22:04:29.498898,night,30.50019687499241,0,cmp-f018-0099,34,card
U00000,30s,False,iOS,f020,recommendation,맞춤 콘텐츠 추천,관심사 기반 개인화,U00000-20250809-01,2025-08-10 08:13:29.498898,morning,64.49848584329987,1,cmp-f020-0335,2,grid_item
U00000,30s,False,iOS,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00000-20250809-01,2025-08-10 03:06:29.498898,dawn,36.777358443065474,0,cmp-f016-0267,3,card
U00000,30s,False,iOS,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00000-20250809-01,2025-08-09 16:49:29.498898,evening,28.41748263716424,1,cmp-f016-0034,23,list_item
U00000,30s,False,iOS,f006,finance,보험 상품 추천,나에게 맞는 보험 찾기,U00000-20250810-00,2025-08-11 05:13:29.498898,morning,8.196606208666035,1,cmp-f006-0663,23,grid_item
U00000,30s,False,iOS,f012,health,식물 키우 포인트,건강한 습관 만들기,U00000-20250810-00,2025-08-10 21:57:29.498898,night,83.38708298972766,0,cmp-f012-0797,17,card
U00000,30s,False,iOS,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00000-20250811-00,2025-08-11 13:51:29.498898,evening,40.92297579440136,1,cmp-f010-0633,5,banner
U00000,30s,False,iOS,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00000-20250811-00,2025-08-11 15:05:29.498898,evening,86.00583282474562,0,cmp-f008-0229,7,card
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250805-00,2025-08-05 21:50:29.498898,night,142.09426052868542,1,cmp-f016-0172,13,banner
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250805-00,2025-08-06 05:27:29.498898,morning,87.45320728374546,0,cmp-f009-0000,3,banner
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250805-00,2025-08-05 20:39:29.498898,night,20.188149445233524,0,cmp-f016-0116,6,list_item
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250805-00,2025-08-06 01:00:29.498898,dawn,23.377252555639195,1,cmp-f016-0202,37,card
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250805-01,2025-08-06 03:11:29.498898,dawn,29.487697715158653,1,cmp-f002-0731,37,grid_item
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250805-01,2025-08-05 12:26:29.498898,afternoon,19.690539518316204,0,cmp-f002-0731,48,card
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250805-01,2025-08-06 07:24:29.498898,morning,179.50431150200617,0,cmp-f013-0920,2,banner
U00001,40s,False,Android,f008,lifestyle,일정 관리 및 알림,스마트 캘린더 연동,U00001-20250805-01,2025-08-06 00:54:29.498898,dawn,10.807505050287647,0,cmp-f008-0064,18,list_item
U00001,40s,False,Android,f011,health,용돈 받기 매일 랜덤,포인트 적립,U00001-20250805-01,2025-08-05 20:48:29.498898,night,210.22251326255775,0,cmp-f011-0928,34,card
U00001,40s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00001-20250805-02,2025-08-05 18:15:29.498898,night,13.933150302648466,0,cmp-f012-0799,34,grid_item
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250805-02,2025-08-05 23:37:29.498898,dawn,38.79994611786067,0,cmp-f010-0267,1,list_item
U00001,40s,False,Android,f001,account,KB마이핏통장,429102-04-129287,U00001-20250805-03,2025-08-06 00:48:29.498898,dawn,35.969623878869484,0,cmp-f001-0758,42,list_item
U00001,40s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00001-20250805-03,2025-08-05 22:41:29.498898,night,110.7443393677604,0,cmp-f012-0983,5,grid_item
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250805-03,2025-08-06 02:52:29.498898,dawn,16.477708062936177,1,cmp-f009-0662,16,card
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250805-03,2025-08-06 08:39:29.498898,morning,43.44559305522939,0,cmp-f010-0633,19,card
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250805-03,2025-08-05 12:25:29.498898,afternoon,47.739413711234626,0,cmp-f009-0345,46,grid_item
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250805-03,2025-08-05 19:23:29.498898,night,5.809858829238016,0,cmp-f009-0238,30,list_item
U00001,40s,False,Android,f013,shopping,맞춤 쇼핑 추천,KB카드 할인 혜택,U00001-20250805-03,2025-08-06 07:00:29.498898,morning,82.7614344128585,1,cmp-f013-0302,22,banner
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250805-04,2025-08-05 13:48:29.498898,evening,45.98638661691579,1,cmp-f009-0211,25,card
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250805-04,2025-08-06 03:14:29.498898,dawn,39.187388381291996,0,cmp-f010-0033,47,list_item
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250805-04,2025-08-05 14:43:29.498898,evening,20.025730815702232,0,cmp-f010-0319,34,list_item
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250805-04,2025-08-05 19:35:29.498898,night,162.80652405129953,1,cmp-f009-0709,6,card
U00001,40s,False,Android,f004,finance,KB금융그룹 계열사 상품까지 한번에!,내게 맞는 대출 찾기,U00001-20250805-04,2025-08-05 13:46:29.498898,evening,98.35205413424369,1,cmp-f004-0758,3,card
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250805-04,2025-08-06 04:23:29.498898,dawn,353.8901423066306,0,cmp-f016-0731,11,grid_item
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250805-04,2025-08-06 11:04:29.498898,afternoon,40.48882960456016,0,cmp-f016-0440,2,list_item
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250805-05,2025-08-05 23:12:29.498898,dawn,45.63283488774467,1,cmp-f002-0009,5,list_item
U00001,40s,False,Android,f018,travel,내비게이션 서비스,실시간 경로 안내,U00001-20250805-05,2025-08-06 04:05:29.498898,dawn,5.518241069881165,1,cmp-f018-0784,9,card
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250805-05,2025-08-06 06:43:29.498898,morning,6.769918129086891,0,cmp-f002-0235,14,grid_item
U00001,40s,False,Android,f011,health,용돈 받기 매일 랜덤,포인트 적립,U00001-20250805-05,2025-08-05 16:35:29.498898,evening,28.6075413924117,0,cmp-f011-0917,29,grid_item
U00001,40s,False,Android,f007,lifestyle,홈 화면 계좌와 알림을 바로 확인,빠른 로그인 설정하기,U00001-20250805-05,2025-08-06 06:51:29.498898,morning,104.62366470791194,1,cmp-f007-0378,14,banner
U00001,40s,False,Android,f002,account,KB스타 건강적금,건강하고 든든한 적금,U00001-20250805-05,2025-08-06 01:47:29.498898,dawn,68.92781546551403,0,cmp-f002-0525,32,grid_item
U00001,40s,False,Android,f007,lifestyle,홈 화면 계좌와 알림을 바로 확인,빠른 로그인 설정하기,U00001-20250805-05,2025-08-06 05:36:29.498898,morning,41.91616894173576,1,cmp-f007-0502,2,card
U00001,40s,False,Android,f011,health,용돈 받기 매일 랜덤,포인트 적립,U00001-20250805-05,2025-08-05 14:28:29.498898,evening,168.63700103593254,0,cmp-f011-0553,15,grid_item
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250806-00,2025-08-07 05:00:29.498898,morning,76.38577031950167,0,cmp-f017-0931,36,banner
U00001,40s,False,Android,f012,health,식물 키우 포인트,건강한 습관 만들기,U00001-20250806-00,2025-08-06 21:17:29.498898,night,37.194450379269796,0,cmp-f012-0217,13,grid_item
U00001,40s,False,Android,f009,lifestyle,개인정보 설정,보안 및 개인정보 관리,U00001-20250806-00,2025-08-06 14:07:29.498898,evening,150.61385313705125,0,cmp-f009-0839,42,card
U00001,40s,False,Android,f003,account,KB스타 투자상품,리스크에 맞는 포트폴리오,U00001-20250806-00,2025-08-06 14:10:29.498898,evening,110.11997672894731,0,cmp-f003-0813,37,card
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250806-00,2025-08-07 00:07:29.498898,dawn,53.682827209744495,0,cmp-f016-0308,9,card
U00001,40s,False,Android,f016,travel,교통 정보 실시간,대중교통 및 교통 상황,U00001-20250806-00,2025-08-07 00:33:29.498898,dawn,151.4355285691825,1,cmp-f016-0474,34,list_item
U00001,40s,False,Android,f017,travel,여행 일정 관리,항공권 및 숙박 예약,U00001-20250806-00,2025-08-06 15:53:29.498898,evening,41.39328256816906,0,cmp-f017-0160,49,grid_item
U00001,40s,False,Android,f010,health,"오늘 2,416 걸음",건강 적금 연동,U00001-20250806-01,2025-08-06 22:59:29.498898,night,49.92264622057083,1,cmp-f010-0370,47,list_item
U00001,40s,False,Android,f005,finance,신용카드 혜택 한눈에,포인트 적립 현황,U00001-20250806-01,2025-08-07 06:02:29.498898,morning,6.520726187474985,1,cmp-f005-0870,3,banner
